-0.492  -0.160   0.667  -2.023   1.740   1.376   0.584  -0.313  -1.651  -2.664   1.116   2.849   1.907  -1.026   0.774   2.066   0.579  -1.219   1.878  -1.546   0.079   0.127  -1.513   1.401   1.965   1.300   0.546   1.371   0.108  -4.742   2.083  -0.051   4.512  -2.702  -0.064   2.081  -1.667   0.054  -0.119   1.383   0.179   2.133  -2.674   1.181  -1.289  -1.254  -0.397   2.909   0.204   0.053 
 1.310  -0.107  -0.171  -0.299  -0.396  -1.038  -1.144   2.940  -1.647  -1.377  -0.147   1.061   1.311   0.491   1.273   1.887  -3.553   1.724  -0.414   0.201   1.283   0.946  -0.204  -0.819   2.381  -2.735  -0.365  -1.007   0.994   6.372  -0.150  -0.149   5.205   3.557   1.524   2.689  -3.225   1.657   0.391   1.172   0.789  -0.393  -0.798   1.721  -0.254  -1.792   1.327   1.896  -1.283   0.490 
-0.847  -1.293  -0.180  -0.701   0.887   1.272   1.973  -1.408  -0.191  -1.647   1.290   1.539   1.327  -1.685   1.311   1.239   1.401  -1.284   1.698  -1.870   2.796  -1.776  -1.869   0.335   0.931   2.927   0.426  -0.783  -0.417  -5.418   1.693   2.174   4.346  -1.749  -0.829  -0.416  -2.230   0.728  -0.300   2.098   0.720   1.590  -0.500   2.795   0.608  -1.656   0.747   3.135   0.475   0.959 
 1.459  -0.777   0.199   0.054   0.490  -1.109  -0.016   0.910  -0.765   0.332  -0.739   1.023   2.193   0.458   0.967   0.698  -2.046   1.709  -0.649  -0.183   2.450   0.858  -0.672   0.830   0.665  -1.921  -1.690   0.777  -1.696   7.382   1.035  -0.367   5.810   3.338   0.760   1.018  -1.537   1.494   0.635   0.160   0.664   1.942  -1.247   2.414   1.460  -2.738   1.120   1.120   1.224  -1.286 
-1.427  -0.081   0.096  -1.811   1.678   1.153   2.099   0.494  -0.096  -2.157   2.229   0.858   1.225  -1.061   0.070   0.529   2.588  -2.104   1.038   0.477   3.427  -2.446  -0.910   1.356   1.134   3.103  -0.076   0.667   2.175  -6.816   1.688   2.348   4.329  -1.565   1.671   1.443  -1.248   1.255  -1.832   1.942   1.608   1.344  -0.552   2.695   0.543  -2.434   0.331   2.760   0.561  -0.323 
 1.023   0.326  -0.079  -0.508  -0.648  -2.180  -0.605   2.445  -1.410  -1.601  -1.410   1.093   1.881   1.163   0.228   0.686  -2.584   0.932  -1.159  -0.029   2.294  -0.680  -0.769   0.863   1.576  -3.314   0.274  -0.323  -2.299   5.716   0.290  -1.466   6.066   2.762   1.000   1.478  -0.626   0.525  -0.474   0.039   0.393   1.479  -2.661   1.289   1.622  -3.997   0.771   0.155   1.379   0.783 
-0.955   0.945   0.081   0.490   0.249   0.916   2.036   0.669  -0.166  -0.692   3.115   2.188  -0.167  -0.971  -1.570   1.474   3.668  -2.391   0.296  -1.065   2.879   0.417  -0.395   0.516   1.090   1.688  -0.682   0.834   2.462  -6.175   1.274   1.976   4.027  -1.342   2.130   3.071  -1.472   1.991  -0.050   2.183   2.083   0.024  -0.503   2.207  -0.776  -2.210  -0.476   0.382   0.562  -0.278 
 2.072   0.524  -1.556   0.907  -0.386  -1.377  -2.250   2.957  -0.713  -0.108  -1.905   1.863   1.735   1.164  -2.062   0.489  -3.356   2.062   0.536  -1.627   2.724  -0.501  -1.457   1.812   2.541  -1.051  -0.127  -0.960  -3.864   6.918   0.461   1.374   5.149   2.077  -0.176   1.822  -0.089   0.199   0.239  -0.085  -1.110   0.592  -3.208  -0.509  -0.081  -2.039   0.701   0.815   0.620   0.021 
-0.707  -0.603   1.942   0.312   0.544   2.157   3.548   1.062  -2.428  -0.276   3.744   2.209   0.728   0.986  -0.656   1.676   2.463   0.104   0.511  -1.554   2.365   0.875  -0.246   0.560   1.379   1.502  -1.972   0.956   2.573  -3.683   0.548   1.962   4.876  -1.328   1.852   2.742  -2.793   1.189   0.521   2.079   1.831  -2.064  -0.758   0.121   1.801  -1.363  -1.111   2.357  -0.094  -0.305 
 2.495  -0.774  -0.503   0.688  -2.420  -2.395  -1.725   1.618  -2.759   0.866  -3.139   3.115   1.855   2.491  -0.133   0.303  -2.754   2.372   0.662  -1.573   2.423  -0.807  -1.319   2.182   2.312   0.188  -0.386   0.121  -3.777   6.990  -0.724   0.149   5.669   0.356  -0.296   1.484  -1.683   0.710   0.739   1.085  -1.787  -1.814  -2.736   1.226   1.068  -2.313  -0.126   2.297  -0.538   0.182 
-1.456   1.090   1.490  -0.037  -1.222   0.990   3.369   2.342  -1.159   0.914   2.315   1.314   1.625   1.344   0.908   0.829   1.409   1.114   0.842  -1.362   0.945   0.840  -0.200   0.193  -0.986   0.114  -2.467   0.319   0.742  -1.956   0.015   0.290   5.775   0.036   0.916   3.432  -1.590   2.222   1.475   2.227  -0.220  -0.810  -1.797   0.968   1.543  -0.507  -0.486   2.509   1.476   0.732 
 2.725  -1.251  -0.949   0.591  -1.372  -1.885  -1.940  -0.614  -0.938   0.991  -1.341   1.721   1.270   2.639   1.032   2.092  -1.270   0.762  -0.395  -0.544   2.362  -0.238  -2.319   0.940   1.083   0.559  -2.154  -0.164  -1.793   4.695  -0.997   1.119   6.339   0.451   1.725   1.045  -0.164   1.619   0.533   0.541  -0.421  -0.092  -1.393   0.294  -0.033  -3.185   0.637   2.066   0.798  -2.461 
-1.533   1.544   1.535  -2.007  -0.931   0.207   3.104   1.398  -1.549   0.990   3.574   3.633   1.938   0.197   0.125   0.720   1.021   2.529  -2.341  -0.538   2.009   0.926  -0.405   0.554   0.983   0.569  -0.975   1.387  -0.146  -0.688   0.458   1.384   3.874   0.130   0.747   1.850   0.004   2.688   1.381   2.609   0.347  -0.021  -1.001   1.419   1.362  -2.237  -1.168   3.323   1.005   2.798 
 2.940  -2.379  -1.523  -1.685  -0.424  -1.667  -1.805   0.180  -0.549   1.211  -0.546   3.936  -0.014   3.181   1.790   1.415  -3.157  -0.634  -0.510   0.521   3.018  -1.098   0.205   2.077   2.611  -1.016  -1.210   0.191  -0.204   3.722   0.716   0.891   4.010   0.328   0.474   1.472   0.187  -0.963   3.168  -0.018   0.554  -0.363  -1.439  -0.537  -1.561  -1.931  -1.045   1.483   0.467  -4.878 
-3.126   1.249   0.415  -0.384  -0.485  -0.242   1.708   3.040  -3.443   0.871   2.269   3.978   0.255   0.197  -1.066   0.419   1.347   0.672  -0.328  -0.726   1.257  -1.221   0.755  -0.548   1.867   2.203  -1.391   0.628  -1.443  -0.486   1.702   1.261   1.401   1.130   0.666   1.829  -1.122   1.902   1.906   0.236   1.134  -0.106  -0.921   1.088  -0.715  -0.669   0.050   1.407   1.673   0.955 
 1.226  -1.821   0.484   1.105  -1.398  -0.945   0.323   0.905  -2.373  -0.210   1.263   3.438   0.889   1.282  -0.180   1.266  -2.084   1.024  -0.020   0.694   3.291   0.014   1.114   0.038   1.540  -0.472   0.161   1.350   0.553   3.030   0.414   1.535   1.539   0.784  -0.168   1.897  -0.238   1.288   3.757   0.674   0.653  -1.577  -2.481   1.210   0.009  -1.914  -0.657   2.014  -0.062  -5.427 
-0.742   0.695   1.268   1.670  -0.121  -1.447   1.260   4.139  -2.045   0.309   1.108   4.614   1.906   2.211   0.389  -0.019   2.307   1.470   0.728  -1.378   2.768  -0.066  -0.744   1.445   1.880   1.848  -1.333  -1.940  -3.289  -0.393   0.639  -0.075   1.085  -0.147   1.938   2.571  -3.197   2.124   1.721   1.253   0.490  -1.740  -2.127   0.320   0.147  -0.143  -0.508   3.188   0.560   3.362 
 1.195  -1.267   0.056   2.265  -2.663  -0.691  -0.000  -0.051  -3.055  -1.511   1.113   3.477   1.972   3.025  -0.318   1.926  -3.106   2.159  -0.086  -0.879   4.223  -0.696   0.641   0.369   0.473  -1.426   0.252   0.613  -0.820   3.274   1.229   0.787   0.855   1.453  -0.040   3.592  -2.441   2.053   4.410   0.836   1.603  -1.868  -1.496   0.747  -0.169  -2.209  -0.104   2.926   2.221  -4.162 
 0.353   1.254   0.103   0.957  -2.223  -0.800   1.703   2.760  -2.569  -0.656  -0.685   4.222   2.097   3.141   0.340  -0.194   2.010   2.156   1.716  -0.572   2.170  -0.236  -1.896   1.534   1.511   1.667   0.380  -0.471  -2.182  -3.489   1.250   2.006   0.424  -0.294   1.492   1.701  -1.910   1.280   1.814   1.370   0.623  -0.489  -1.266  -0.796   1.130  -0.099   0.611   4.110  -0.137   1.833 
 0.004  -2.816   0.863   1.467  -1.000   0.506   0.332   1.278  -4.583  -0.366   2.172   5.006   2.113   3.512  -1.832   0.322  -4.413   0.846  -1.147  -0.182   3.832   0.908   0.232   0.324   0.576  -2.077   0.593   1.850  -0.871   4.630   0.975   0.924  -0.165  -0.418   0.211   4.248  -2.179   2.556   3.690   0.830  -0.065  -0.562  -0.283   2.039  -1.221  -1.394  -0.114   2.350   1.880  -3.432 
 0.232  -0.932  -1.474   2.823  -0.847  -3.414   2.088   3.307  -2.740   0.123   0.474   6.588   2.477   2.094  -0.151   0.982  -0.310   2.838  -0.229   0.131   1.408  -2.759   0.060   1.848   1.195   0.548   0.620  -0.084  -0.536  -1.758   0.818   1.824  -0.720   1.825   1.506   1.612  -1.045   0.299   2.766   1.821  -0.701   0.666  -1.229   0.269   0.258  -0.694   0.788   4.179   0.723   0.753 
 0.414  -0.839  -1.220   1.800  -0.159  -0.142  -0.484   1.242  -5.297  -0.268   2.279   5.176   1.624   2.511  -1.811   2.478  -3.132   0.006   0.329   0.052   2.532  -0.413  -0.901   1.269  -1.020  -0.118  -0.678   1.787  -0.658   5.156   0.404   0.994   0.763  -0.693  -1.617   3.665  -3.177   1.078   4.261   1.552   1.255  -0.110   0.406   3.055   0.414  -3.101  -0.118   2.689   0.737  -3.265 
 0.087  -0.532   0.811   1.964   0.810  -1.859   1.846   2.404  -3.989   0.588   0.419   5.521   2.923   1.565   1.206   2.710   0.111   1.176   0.213   0.241   3.318  -0.498  -0.295   1.216   1.598   0.351   0.568  -0.757  -0.978  -0.702   2.965   1.721  -1.475   2.748   0.618   3.993  -2.192   0.718   1.642   2.150   0.061   1.779  -2.239   1.194   0.678  -0.214   0.447   3.978   0.195   0.561 
 0.142  -0.607  -1.100   0.879  -0.785  -0.792   0.934   2.541  -3.056  -0.841   2.257   2.433   2.169   2.766   1.134   2.812  -2.337   1.726  -0.333   0.508   2.406  -0.848  -1.403   2.005   0.784   0.002  -0.271   0.480  -1.244   3.443  -0.317   0.745  -0.410  -2.309  -2.713   3.463  -4.376   2.477   2.183  -0.369   2.457  -0.367  -1.227   3.785  -2.063  -0.951  -1.900   1.853   2.060  -2.583 
 0.540   0.368   1.928   1.691  -0.020  -1.803   2.639   0.982  -3.284   1.221  -0.924   2.263   3.974   1.055   2.328   2.020  -0.246   3.113   0.478   1.563   3.353   0.146  -0.190   0.036   2.317   0.909   0.771   0.665  -1.942   1.281  -0.400   1.401  -0.523   3.031   1.025   4.182  -2.747   1.521   3.754   0.094  -0.865   0.815  -1.348   0.645  -1.207  -0.170  -1.093   2.032  -1.272  -0.737 
 0.285  -2.154  -0.792   0.012   1.196  -0.503   0.667   3.130  -3.685   1.778   0.418   2.749   0.738   2.950   0.773   2.692  -1.816   1.164  -1.653   0.760   1.012  -0.330  -2.241   2.353   0.134  -0.231   0.754   1.201  -2.028   1.714  -0.263  -0.208  -0.095  -3.369  -1.247   3.445  -4.133   1.959   2.770   0.074   2.413   1.361   0.200   1.425   0.278  -1.248  -0.700   3.307   0.971  -3.970 
 0.145   1.877   0.126   0.005   0.319  -2.833   2.670   0.560  -3.406   2.857  -0.042   2.589   1.864   0.624   1.995   1.394  -0.538   3.803   0.112   2.425   2.995   0.742  -1.378   0.738   2.391   1.413   0.644   1.040  -1.048  -0.368   0.771   2.020   0.257   2.830   0.864   4.792  -1.641   1.326   4.117   1.716  -1.819   3.094  -1.382   1.995  -0.302   0.515  -0.457   3.810   0.237  -0.371 
 0.438  -4.190  -1.630   0.903   0.901  -0.460  -0.176   3.079  -3.077   1.847   1.980   4.099   2.223   1.646   2.577   1.249  -1.939   0.670  -0.727   2.506   1.066  -1.126  -0.616   3.569   0.167  -1.811  -1.386   0.930  -0.833   3.287  -0.174  -0.316  -0.984  -2.016  -1.074   3.773  -3.053   1.694   3.344   0.955   0.942   2.657  -0.919   2.887  -0.093  -2.962  -0.840   3.598   1.045  -3.283 
 0.006  -1.125   0.606   1.837  -0.545  -3.310  -0.434   0.916  -3.959   3.222   1.273   3.411   3.104   2.495   3.015   2.610  -1.071   3.195   0.500   2.838   2.967   0.799   1.126  -0.335   1.173   0.218   1.057   1.336  -0.625   0.367   0.970   1.271   1.231   2.719  -0.449   5.679  -1.931   1.460   3.905   1.976   0.483   3.297  -2.116   2.461  -0.279  -1.905  -0.852   3.331   1.096   0.261 
-0.273  -2.437   0.319   2.145   1.972  -0.241   1.303   3.302  -4.425   1.371   1.983   3.905   2.309   3.165   1.655   2.388  -4.186   0.820  -0.921  -0.361   0.273  -0.363   1.356   2.173   1.139   0.590  -0.426   0.531  -0.868   5.130  -1.115   0.318  -0.229  -1.437   0.869   3.102  -3.766   1.894   1.895   2.230   0.215   1.854  -1.969   3.540   0.124  -1.880  -0.777   2.408   0.783  -2.746 
-1.182   0.164   1.209   2.184   0.041  -2.567   1.339  -0.101  -2.199   2.906   1.462   2.599   3.581   2.658   3.056   1.934  -1.032   2.108  -0.298   1.508   1.614   0.886   0.973   1.235   2.531  -0.372   0.711   2.119  -0.799  -1.161   1.533   2.062   0.070   2.294   0.757   3.912  -2.001   1.656   3.294   2.760   1.458   2.937  -1.902   2.360   0.685  -1.233   0.396   3.857   1.615  -0.007 
 1.006  -0.148  -1.224   1.906   1.898  -0.659   0.818   1.738  -3.322   1.531   2.425   3.305  -0.074   3.966   2.066   2.747  -2.698   0.427   0.722   0.902   0.188  -1.916   0.937   2.516  -0.365   1.834  -0.524   0.909  -1.965   5.830   1.949   1.018   0.611  -1.160   0.548   4.449  -3.692   2.306   3.358   0.784  -0.803   0.567  -1.904   3.194   0.186  -1.561  -2.035   2.784   0.257  -4.204 
 0.202  -0.977   1.155   2.029   1.645  -2.562   2.238   2.030  -2.482   1.928   0.432   2.057   2.039   1.860   1.724   1.244  -0.188   2.941  -2.487   2.073   1.542   0.680  -0.442   1.204  -0.925  -1.282   0.024   0.405  -3.083  -2.800   3.751   1.066   1.035   1.617  -0.272   3.609  -1.956   1.630   3.492   2.829   1.313   1.118  -2.512   0.708   2.210  -1.820  -2.518   4.302   1.945  -1.435 
 0.352   0.111  -1.273   1.760   1.777  -1.898  -0.320   2.610  -2.849  -0.526   4.333   3.265   1.239   3.492  -0.497   2.759  -2.523   1.828   1.113  -0.233   0.048  -1.273   0.643   2.026   0.847   1.436  -0.291   0.658   0.173   7.502   1.226   1.446   0.266  -0.506   0.957   5.205  -5.396   2.948   3.643   0.674  -1.705   1.103  -0.982   1.391  -1.141  -1.546  -1.679   1.291   0.583  -2.267 
 0.282  -1.458   0.075   1.854   0.774  -3.338   1.135   1.660  -2.130   0.120  -1.155   2.600   2.613   0.392  -0.924   0.268  -0.530   3.101  -1.369   0.746   1.615   0.504  -1.296   0.656   0.529  -0.958  -0.067   0.338  -2.602  -1.446   2.504   0.692   2.231  -0.596  -0.436   3.233  -4.845   1.972   3.191   1.446  -0.229   0.625  -3.854   1.891  -0.663  -3.075  -1.069   4.025   1.397  -1.313 
 0.987   0.308   0.683   0.590   2.351  -1.165  -0.111   2.601  -3.037   0.518   2.811   3.864   2.093   0.962   0.221   0.863  -3.476   1.519   0.756   0.919   2.703  -2.071  -0.541   1.921   0.534  -0.853  -0.744   1.975   0.753   6.799   2.696   2.168   1.640   1.637  -1.269   5.429  -3.992   3.312   4.129   2.369  -0.897  -0.857  -2.281   1.756  -0.522  -1.736  -0.674   4.004   0.034  -1.671 
-1.961  -1.196   0.171   2.343   0.086  -2.440   2.532   1.651  -1.742   0.405   0.518   2.270   2.762   1.250  -0.052   2.382   0.652   3.241  -0.266   1.350   3.005  -0.084   0.208   1.034   0.716   0.244   0.275   0.755  -3.407  -1.585   2.205  -0.108   2.580  -0.493  -0.089   3.536  -4.510   1.433   3.451   2.785   0.152   0.289  -2.496   1.261   0.420  -3.936  -0.230   4.399  -0.772  -2.236 
-0.075  -0.495   0.797   0.468  -0.666  -1.574  -1.152   2.239  -4.106   0.553   3.653   4.168   2.863   1.123   0.718   2.143  -4.230   2.202  -0.109  -0.361   3.478  -1.199   0.437   1.682   0.587   0.254  -0.233   0.492   1.224   5.666   1.694   1.363  -0.016   1.616   1.133   5.053  -3.956   2.970   5.189   3.003   0.526  -2.140  -3.050   3.115  -1.031  -3.952   1.282   4.105   1.808  -2.418 
-1.380   0.098  -0.300   1.837  -0.330  -2.738   2.183   2.539  -3.233   1.190   0.368   3.340   2.533   1.682  -0.168   1.971   1.402   3.207  -0.554   0.592   3.743   1.244   0.762   0.889   0.689   0.296   1.105   2.006  -4.269  -0.393   2.308   1.712   1.242  -0.930   1.174   2.871  -5.082   0.819   2.216   3.215  -0.931  -0.838  -2.646   1.097   0.102  -3.070  -0.743   3.571  -0.148  -2.692 
 2.092  -0.092   1.017   2.872   0.275  -1.779  -0.341   2.119  -2.691   1.751   4.359   4.211   1.329   2.280   1.273   2.116  -4.897   1.385  -1.653  -1.575   4.378  -1.137   0.837   1.940   0.553   1.096  -0.025  -0.999  -1.419   4.198   1.751   2.159   1.776   2.242   0.752   3.328  -3.951   3.059   3.903   2.695   1.087  -0.568  -4.282   3.471  -1.930  -3.098   1.591   4.574   2.013  -5.309 
-1.260  -1.457   0.156   1.877   0.669  -4.385   2.261   1.547  -1.748   1.172  -0.285   1.628   2.008   2.240  -1.781   1.497   0.817   2.396  -1.399   0.034   2.170   0.990  -0.300   2.022   1.737  -0.780   0.281   2.425  -2.256   2.341   0.797   1.620   1.912  -2.416   1.447   4.075  -6.516   0.783   3.632   3.598  -2.951  -0.069  -3.413   3.103  -0.272  -2.483   0.422   2.992   0.991  -0.911 
 1.624  -0.777  -1.700   2.126   0.083  -3.657   0.609   1.880  -2.803   0.567   4.069   2.571   1.810   1.668  -1.171   2.442  -3.453   2.450  -0.985  -2.175   2.568  -1.757   0.817   0.425  -0.719   0.310   1.266  -0.054  -0.471   3.701   0.902   1.878   2.888   0.484  -0.543   3.708  -5.900   2.962   3.335   0.054  -0.441   0.319  -5.361   3.309  -0.549  -2.692   2.377   3.136   0.735  -4.749 
-0.194  -0.409   1.457  -0.012   1.225  -4.629   1.090   3.209  -3.227  -0.961  -1.396   2.740   2.920   1.758  -1.199   1.868  -0.462   3.586  -1.309  -0.323   2.769   0.390   0.387   2.075  -0.227   0.468   0.663   2.583  -2.085   3.465  -0.709   2.202   1.745  -0.995   1.271   5.578  -7.762   1.399   3.614   0.655  -1.194   1.486  -4.597   3.467  -0.576  -2.361  -0.025   3.393  -0.309  -0.105 
 1.772  -0.222  -0.190   1.517  -0.303  -1.805   1.418   2.559  -2.180  -0.016   5.051   3.342   1.968   2.240  -0.391   3.383  -3.122   2.323   1.375  -2.823   2.835  -2.346  -0.237   1.546   1.575   1.204   2.063  -0.046  -0.561   2.325   0.796   0.391   2.363   1.876  -1.515   4.107  -5.429   3.290   3.018   1.669   0.787  -0.753  -4.418   3.709  -0.286  -1.461   0.780   4.506   2.745  -5.524 
-0.778  -0.557   1.959  -0.066   1.791  -2.767   0.738   3.356  -5.167  -1.822  -0.824   3.022   4.523   0.740  -0.312   3.689  -0.188   4.091  -1.150  -1.387   3.127  -1.688  -0.925   2.121   1.942   1.311   1.581   1.450  -1.848   4.660  -0.984   1.357   1.587  -1.086  -0.606   5.866  -6.483   0.412   3.085   1.728  -0.536  -0.420  -4.105   3.952   0.102  -2.038   2.206   3.691  -0.612  -1.739 
 1.716  -0.453   0.141   2.032  -0.663  -1.749   0.807   2.171  -3.678  -1.093   3.970   3.172   0.967   2.095  -0.227   4.057  -3.222   1.334   0.554  -0.994   2.489  -0.996   0.640   2.589   1.375   0.159   1.190  -0.065  -2.178   1.802   0.333   2.203   2.815   1.794  -0.172   3.614  -4.440   1.398   2.563   3.090   0.698   0.421  -5.759   2.145   0.386  -0.533   1.228   5.321   4.187  -5.329 
-1.402   0.015   1.461  -0.092  -0.289  -2.959   0.403   3.496  -3.072  -0.204  -1.681   4.081   3.931  -0.327  -0.049   1.583  -1.151   2.341  -0.407  -0.392   4.514  -1.353  -1.162   0.764   2.410   1.223   0.729   1.473  -4.277   4.470   1.332   0.981   0.540  -1.773   0.008   4.067  -4.306   2.946   2.394   3.420  -0.502  -0.371  -4.797   2.689   0.065  -3.462   2.579   3.276  -1.415  -1.277 
 2.125  -1.384   0.308   1.596   0.507  -2.657   1.284   1.367  -4.427  -1.059   4.745   2.150   0.616   0.166  -0.143   2.257  -3.273   3.205  -0.956  -0.675   2.542   0.478  -0.003   2.198  -0.832  -1.274  -0.207   1.021  -1.726   1.490   1.781   2.670   1.829  -0.193  -0.647   4.950  -2.828   2.311   2.855   4.062  -0.085   0.552  -6.443   4.092   0.440  -2.466  -0.168   3.193   4.313  -4.010 
-1.858   0.718   1.165   0.245   1.304  -2.540   0.516   1.755  -2.831   0.148   0.321   1.721   3.098   1.134  -0.118   3.296  -2.512   3.314  -0.646   0.519   2.997  -1.465   0.160   0.027   0.804  -1.119   0.486   1.385  -2.661   5.470  -0.024   0.415   2.264   0.393  -1.031   5.717  -4.584   3.217   3.558   2.714  -1.076  -1.220  -4.402   4.074   1.011  -1.803   1.867   4.059  -2.239  -1.984 
 0.702  -3.337  -0.067   0.684   0.807  -3.125  -0.264   1.748  -4.625  -1.982   4.254   3.089   2.990   0.824  -0.289   3.773  -3.652   3.651  -0.608  -1.420   4.103   0.919  -0.153   1.003   1.062   0.215  -2.791  -0.061  -0.108  -0.878   0.716   3.275   1.569   0.505  -1.251   4.086  -3.570   1.579   4.422   3.609   0.056   0.546  -6.903   4.852  -1.166  -2.781  -1.660   3.823   3.016  -3.858 
 0.721  -1.674   0.216  -1.402   1.716  -4.708   0.164   3.611  -2.823  -0.162   0.605   4.107   2.758   2.305  -0.276   4.135  -2.030   4.204   0.338  -0.563   3.347  -1.815  -0.161   3.136   1.554  -0.555  -2.186   0.941  -3.098   8.137   1.576  -0.283   1.453   1.434  -2.819   4.801  -2.850   2.827   2.359   2.073  -1.851  -0.687  -4.846   3.549  -0.232  -1.626   0.780   4.343  -1.133  -1.516 
 0.480  -0.624  -0.688  -0.113   0.229  -1.212   0.382   1.562  -5.003  -0.923   4.595   3.722   3.538   0.186   0.289   3.917  -2.363   2.000  -0.697   0.262   4.078   0.688   0.117   1.066   0.789   1.782  -2.476   1.820  -1.243  -0.804   1.269   1.101   0.244  -0.820  -2.841   2.698  -1.777   0.727   2.795   2.784   1.596   0.994  -5.045   5.207   0.144  -4.397  -0.495   2.877   3.233  -4.408 
 1.244  -1.059   2.898  -0.929   1.568  -5.513   1.487   3.322  -2.792   0.189  -1.257   5.103   1.724   2.654  -0.016   5.457  -1.625   4.680  -1.238   1.093   3.256  -2.269   0.803   2.877  -0.152  -0.416  -0.910   0.619  -1.369   7.523   1.904   2.293   1.158   1.832  -1.102   4.197  -1.156   1.963   2.758   2.564  -1.230  -0.216  -4.126   4.321   0.996  -1.870   1.816   4.838  -0.523  -1.267 
